slide_id,x,y,label,png_path,y_true,y_prob,y_pred,epoch
1039408,132863,48077,0,results/patches_norm/0/1039408__x132863__y48077__mpp0.252__r445.png,0,0.9995673298835754,1,1
1039408,132863,48300,0,results/patches_norm/0/1039408__x132863__y48300__mpp0.252__r445.png,0,0.996830403804779,1,1
2024-04-09 14.23.49,12681,27828,0,results/patches_norm/0/2024-04-09 14.23.49__x12681__y27828__mpp0.230__r486.png,0,0.9929785132408142,1,1
1039408,132863,48522,0,results/patches_norm/0/1039408__x132863__y48522__mpp0.252__r445.png,0,0.9890758991241455,1,1
1039408,132641,48077,0,results/patches_norm/0/1039408__x132641__y48077__mpp0.252__r445.png,0,0.9765709638595581,1,1
1039408,132863,48744,0,results/patches_norm/0/1039408__x132863__y48744__mpp0.252__r445.png,0,0.9652625918388367,1,1
1039408,132863,48967,0,results/patches_norm/0/1039408__x132863__y48967__mpp0.252__r445.png,0,0.9469271302223206,1,1
1039408,129973,19399,0,results/patches_norm/0/1039408__x129973__y19399__mpp0.252__r445.png,0,0.9403848648071289,1,1
1039408,132641,48300,0,results/patches_norm/0/1039408__x132641__y48300__mpp0.252__r445.png,0,0.9319325089454651,1,1
2024-04-09 14.23.49,12924,27828,0,results/patches_norm/0/2024-04-09 14.23.49__x12924__y27828__mpp0.230__r486.png,0,0.9163734316825867,1,1
2024-04-09 14.23.49,10980,27585,0,results/patches_norm/0/2024-04-09 14.23.49__x10980__y27585__mpp0.230__r486.png,0,0.9108067750930786,1,1
2024-04-09 14.23.49,10737,27585,0,results/patches_norm/0/2024-04-09 14.23.49__x10737__y27585__mpp0.230__r486.png,0,0.9031338691711426,1,1
1039408,132641,48522,0,results/patches_norm/0/1039408__x132641__y48522__mpp0.252__r445.png,0,0.8981500864028931,1,1
2024-04-09 14.23.49,53983,26613,0,results/patches_norm/0/2024-04-09 14.23.49__x53983__y26613__mpp0.230__r486.png,0,0.8972992897033691,1,1
1039408,129528,18732,0,results/patches_norm/0/1039408__x129528__y18732__mpp0.252__r445.png,0,0.8936610817909241,1,1
1039408,135531,54080,0,results/patches_norm/0/1039408__x135531__y54080__mpp0.252__r445.png,0,0.893241822719574,1,1
2024-04-09 14.23.49,55441,28314,0,results/patches_norm/0/2024-04-09 14.23.49__x55441__y28314__mpp0.230__r486.png,0,0.8820397257804871,1,1
1039408,129528,18510,0,results/patches_norm/0/1039408__x129528__y18510__mpp0.252__r445.png,0,0.8754894137382507,1,1
1039408,132418,48522,0,results/patches_norm/0/1039408__x132418__y48522__mpp0.252__r445.png,0,0.8706092238426208,1,1
1039408,135308,54080,0,results/patches_norm/0/1039408__x135308__y54080__mpp0.252__r445.png,0,0.8563295602798462,1,1
2024-04-09 14.23.49,11223,27828,0,results/patches_norm/0/2024-04-09 14.23.49__x11223__y27828__mpp0.230__r486.png,0,0.8526911735534668,1,1
1039408,135975,54080,0,results/patches_norm/0/1039408__x135975__y54080__mpp0.252__r445.png,0,0.8416375517845154,1,1
2024-04-09 14.23.49,14381,28071,0,results/patches_norm/0/2024-04-09 14.23.49__x14381__y28071__mpp0.230__r486.png,0,0.8385017514228821,1,1
1039408,132863,49189,0,results/patches_norm/0/1039408__x132863__y49189__mpp0.252__r445.png,0,0.8287494778633118,1,1
1039408,135975,54302,0,results/patches_norm/0/1039408__x135975__y54302__mpp0.252__r445.png,0,0.8166454434394836,1,1
2024-04-09 14.23.49,54955,26127,0,results/patches_norm/0/2024-04-09 14.23.49__x54955__y26127__mpp0.230__r486.png,0,0.8089948892593384,1,1
1039408,135753,53857,0,results/patches_norm/0/1039408__x135753__y53857__mpp0.252__r445.png,0,0.8087079524993896,1,1
1012875,129955,23004,0,results/patches_norm/0/1012875__x129955__y23004__mpp0.252__r444.png,0,0.8078766465187073,1,1
2024-04-09 14.23.49,12438,27099,0,results/patches_norm/0/2024-04-09 14.23.49__x12438__y27099__mpp0.230__r486.png,0,0.7993411421775818,1,1
1039408,135531,54302,0,results/patches_norm/0/1039408__x135531__y54302__mpp0.252__r445.png,0,0.7975130677223206,1,1
1039408,129973,19622,0,results/patches_norm/0/1039408__x129973__y19622__mpp0.252__r445.png,0,0.7940108776092529,1,1
2024-04-09 14.23.49,10737,27342,0,results/patches_norm/0/2024-04-09 14.23.49__x10737__y27342__mpp0.230__r486.png,0,0.7612101435661316,1,1
1039408,132641,48744,0,results/patches_norm/0/1039408__x132641__y48744__mpp0.252__r445.png,0,0.7361540794372559,1,1
1039408,135975,53857,0,results/patches_norm/0/1039408__x135975__y53857__mpp0.252__r445.png,0,0.7347726225852966,1,1
1039408,135308,53857,0,results/patches_norm/0/1039408__x135308__y53857__mpp0.252__r445.png,0,0.7330539226531982,1,1
2024-04-09 14.23.49,13652,28071,0,results/patches_norm/0/2024-04-09 14.23.49__x13652__y28071__mpp0.230__r486.png,0,0.7257049679756165,1,1
2024-04-09 14.23.49,11466,28071,0,results/patches_norm/0/2024-04-09 14.23.49__x11466__y28071__mpp0.230__r486.png,0,0.71835857629776,1,1
2024-04-09 14.23.49,54955,25884,0,results/patches_norm/0/2024-04-09 14.23.49__x54955__y25884__mpp0.230__r486.png,0,0.7135542035102844,1,1
1039408,129751,18732,0,results/patches_norm/0/1039408__x129751__y18732__mpp0.252__r445.png,0,0.7101873755455017,1,1
2024-04-09 14.23.49,11223,27585,0,results/patches_norm/0/2024-04-09 14.23.49__x11223__y27585__mpp0.230__r486.png,0,0.7085011005401611,1,1
2024-04-09 14.23.49,13895,28071,0,results/patches_norm/0/2024-04-09 14.23.49__x13895__y28071__mpp0.230__r486.png,0,0.7077472805976868,1,1
1039408,129751,18510,0,results/patches_norm/0/1039408__x129751__y18510__mpp0.252__r445.png,0,0.6899903416633606,1,1
1039408,135531,53857,0,results/patches_norm/0/1039408__x135531__y53857__mpp0.252__r445.png,0,0.6757451891899109,1,1
1039408,129751,18955,0,results/patches_norm/0/1039408__x129751__y18955__mpp0.252__r445.png,0,0.6712619662284851,1,1
2024-04-09 14.23.49,14381,27828,0,results/patches_norm/0/2024-04-09 14.23.49__x14381__y27828__mpp0.230__r486.png,0,0.6614478826522827,1,1
2024-04-09 14.23.49,11466,27828,0,results/patches_norm/0/2024-04-09 14.23.49__x11466__y27828__mpp0.230__r486.png,0,0.6605945825576782,1,1
2024-04-09 14.23.49,14138,27828,0,results/patches_norm/0/2024-04-09 14.23.49__x14138__y27828__mpp0.230__r486.png,0,0.6544945240020752,1,1
1039408,135308,54302,0,results/patches_norm/0/1039408__x135308__y54302__mpp0.252__r445.png,0,0.6476496458053589,1,1
1039408,135753,54080,0,results/patches_norm/0/1039408__x135753__y54080__mpp0.252__r445.png,0,0.646539568901062,1,1
2024-04-09 14.23.49,11223,28071,0,results/patches_norm/0/2024-04-09 14.23.49__x11223__y28071__mpp0.230__r486.png,0,0.6463136076927185,1,1
2024-04-09 14.23.49,10737,27828,0,results/patches_norm/0/2024-04-09 14.23.49__x10737__y27828__mpp0.230__r486.png,0,0.6448612809181213,1,1
2024-04-09 14.23.49,53740,25884,0,results/patches_norm/0/2024-04-09 14.23.49__x53740__y25884__mpp0.230__r486.png,0,0.6240498423576355,1,1
2024-04-09 14.23.49,52525,27342,0,results/patches_norm/0/2024-04-09 14.23.49__x52525__y27342__mpp0.230__r486.png,0,0.6224004626274109,1,1
1039408,131529,49189,0,results/patches_norm/0/1039408__x131529__y49189__mpp0.252__r445.png,0,0.615584671497345,1,1
1039408,135753,54302,0,results/patches_norm/0/1039408__x135753__y54302__mpp0.252__r445.png,0,0.5891894102096558,1,1
2024-04-09 14.23.49,12195,27828,0,results/patches_norm/0/2024-04-09 14.23.49__x12195__y27828__mpp0.230__r486.png,0,0.5569058060646057,1,1
