slide_id,x,y,label,png_path,y_true,y_prob,y_pred,epoch
2024-04-09 14.23.49,53983,26613,0,results/patches_norm/0/2024-04-09 14.23.49__x53983__y26613__mpp0.230__r486.png,0,0.9988237023353577,1,3
1039408,132863,48077,0,results/patches_norm/0/1039408__x132863__y48077__mpp0.252__r445.png,0,0.8338581323623657,1,3
2024-04-09 14.23.49,12924,27828,0,results/patches_norm/0/2024-04-09 14.23.49__x12924__y27828__mpp0.230__r486.png,0,0.8128942251205444,1,3
1039408,135975,54080,0,results/patches_norm/0/1039408__x135975__y54080__mpp0.252__r445.png,0,0.7277079224586487,1,3
2024-04-09 14.23.49,53983,26856,0,results/patches_norm/0/2024-04-09 14.23.49__x53983__y26856__mpp0.230__r486.png,0,0.7189686298370361,1,3
1039408,134197,53857,0,results/patches_norm/0/1039408__x134197__y53857__mpp0.252__r445.png,0,0.6758607029914856,1,3
1039408,129751,18732,0,results/patches_norm/0/1039408__x129751__y18732__mpp0.252__r445.png,0,0.6527721881866455,1,3
1039408,135531,54080,0,results/patches_norm/0/1039408__x135531__y54080__mpp0.252__r445.png,0,0.6245415806770325,1,3
1039408,135975,54302,0,results/patches_norm/0/1039408__x135975__y54302__mpp0.252__r445.png,0,0.5969566702842712,1,3
1039408,135753,54080,0,results/patches_norm/0/1039408__x135753__y54080__mpp0.252__r445.png,0,0.5915312170982361,1,3
2024-04-09 14.23.49,11466,28071,0,results/patches_norm/0/2024-04-09 14.23.49__x11466__y28071__mpp0.230__r486.png,0,0.5847596526145935,1,3
1039408,127972,40519,0,results/patches_norm/0/1039408__x127972__y40519__mpp0.252__r445.png,0,0.5832351446151733,1,3
1039408,131529,49189,0,results/patches_norm/0/1039408__x131529__y49189__mpp0.252__r445.png,0,0.5828795433044434,1,3
1039408,135531,53857,0,results/patches_norm/0/1039408__x135531__y53857__mpp0.252__r445.png,0,0.5593931078910828,1,3
1039408,135753,54302,0,results/patches_norm/0/1039408__x135753__y54302__mpp0.252__r445.png,0,0.5508489012718201,1,3
1039408,135531,54302,0,results/patches_norm/0/1039408__x135531__y54302__mpp0.252__r445.png,0,0.5456967949867249,1,3
1039408,129306,20288,0,results/patches_norm/0/1039408__x129306__y20288__mpp0.252__r445.png,0,0.5283510088920593,1,3
1039408,131529,48522,0,results/patches_norm/0/1039408__x131529__y48522__mpp0.252__r445.png,0,0.5250148177146912,1,3
1039408,135975,53857,0,results/patches_norm/0/1039408__x135975__y53857__mpp0.252__r445.png,0,0.5223642587661743,1,3
1039408,127972,40074,0,results/patches_norm/0/1039408__x127972__y40074__mpp0.252__r445.png,0,0.512331485748291,1,3
1039408,133975,53857,0,results/patches_norm/0/1039408__x133975__y53857__mpp0.252__r445.png,0,0.5054147243499756,1,3
1039408,135753,53857,0,results/patches_norm/0/1039408__x135753__y53857__mpp0.252__r445.png,0,0.5037426948547363,1,3
1039408,135308,53857,0,results/patches_norm/0/1039408__x135308__y53857__mpp0.252__r445.png,0,0.5019134879112244,1,3
